ID,Var1,WorkStatus,Score,Divorce,Widowed,Education,Residence_Region,babies,preteen,teens,income,Engagement_Religion,Var2,TVhours,Gender,Unemployed10,Happy
10015003,G,retired,51,no,no,20,new england,0,0,0,$25000 or more,never,1,2,0,NA,Very Happy
10015004,G,working fulltime,65,NA,no,13,new england,0,0,2,$20000 - 24999,once a year,1,1,1,NA,Very Happy
10015007,G,working fulltime,61,NA,no,16,new england,0,0,0,$25000 or more,once a month,1,NA,0,1,Pretty Happy
10015010,G,working fulltime,64,yes,no,18,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,0,Pretty Happy
10015011,G,keeping house,NA,no,NA,16,new england,0,0,0,$25000 or more,sevrl times a yr,2,3,1,0,Pretty Happy
10015012,G,working parttime,60,NA,NA,16,middle atlantic,0,0,0,$25000 or more,never,1,3,1,NA,Very Happy
10015014,G,working fulltime,49,no,no,13,new england,0,0,0,$25000 or more,once a year,2,3,1,0,Pretty Happy
10015015,G,keeping house,24,no,NA,11,new england,0,0,0,$20000 - 24999,lt once a year,1,NA,1,0,Pretty Happy
10015017,G,temp not working,64,no,no,18,middle atlantic,NA,NA,NA,$25000 or more,lt once a year,2,2,1,0,Very Happy
10015018,G,retired,29,no,no,12,new england,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Very Happy
10015020,G,keeping house,47,no,no,NA,foreign,2,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Pretty Happy
10015023,G,working fulltime,25,NA,NA,15,new england,0,0,0,$25000 or more,sevrl times a yr,1,0,0,NA,Very Happy
10015026,NA,retired,47,NA,no,12,new england,0,0,0,$25000 or more,once a year,1,5,1,NA,Very Happy
10015029,NA,working fulltime,65,NA,NA,16,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Very Happy
10015033,G,retired,65,no,NA,14,w. nor. central,0,0,0,NA,2-3x a month,2,8,1,0,Pretty Happy
10015034,G,working fulltime,74,no,no,17,foreign,0,0,0,$25000 or more,once a year,1,NA,0,0,Pretty Happy
10015036,G,retired,64,NA,no,18,e. nor. central,0,0,0,$25000 or more,never,1,2,0,NA,Very Happy
10015038,G,working fulltime,69,NA,NA,16,e. sou. central,0,0,0,$25000 or more,sevrl times a yr,2,1,0,0,Very Happy
10015039,G,working fulltime,69,NA,NA,18,w. nor. central,0,0,0,$25000 or more,once a month,1,2,1,NA,Very Happy
10015041,G,working fulltime,NA,no,no,14,south atlantic,0,0,0,NA,more thn once wk,1,1,1,NA,Very Happy
10015042,G,working fulltime,51,no,no,14,south atlantic,0,0,0,$25000 or more,more thn once wk,2,2,1,1,Pretty Happy
10015044,G,keeping house,NA,no,no,6,foreign,1,3,0,$25000 or more,nrly every week,1,NA,1,1,Very Happy
10015045,G,working parttime,37,NA,NA,11,e. nor. central,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10015046,G,working fulltime,35,no,no,12,foreign,2,0,0,$25000 or more,once a month,1,NA,1,0,Pretty Happy
10015047,G,working fulltime,60,NA,NA,16,e. sou. central,0,0,0,$25000 or more,once a month,3,NA,0,0,Pretty Happy
10015049,G,keeping house,NA,no,no,15,south atlantic,0,2,0,$25000 or more,never,1,3,1,NA,Pretty Happy
10015050,G,temp not working,64,NA,no,17,south atlantic,0,0,0,$25000 or more,2-3x a month,1,2,1,NA,Pretty Happy
10015052,G,working fulltime,44,NA,no,14,e. nor. central,0,0,1,$15000 - 19999,never,1,NA,1,0,Pretty Happy
10015054,G,working fulltime,51,no,no,14,south atlantic,1,0,0,$25000 or more,every week,3,3,1,NA,Very Happy
10015059,G,working fulltime,75,yes,no,19,middle atlantic,0,2,0,$25000 or more,2-3x a month,1,NA,0,0,Pretty Happy
10015060,G,working fulltime,75,no,no,19,south atlantic,1,1,0,$25000 or more,never,3,1,0,NA,Not Happy
10015061,G,working fulltime,49,no,no,16,middle atlantic,0,0,1,NA,once a month,1,NA,0,1,Very Happy
10015065,G,working fulltime,61,NA,NA,16,w. nor. central,0,0,0,$20000 - 24999,every week,1,NA,1,0,Pretty Happy
10015066,G,working fulltime,40,NA,NA,15,w. nor. central,0,0,0,$25000 or more,once a year,1,NA,0,0,Pretty Happy
10015067,G,working fulltime,74,NA,NA,16,south atlantic,0,0,0,$25000 or more,never,1,6,0,NA,Pretty Happy
10015069,G,working fulltime,45,NA,no,14,pacific,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Very Happy
10015071,G,working fulltime,24,NA,NA,11,mountain,1,2,0,$15000 - 19999,lt once a year,2,2,1,1,Pretty Happy
10015076,NA,working fulltime,48,yes,yes,16,middle atlantic,0,0,0,$25000 or more,more thn once wk,3,2,1,NA,Very Happy
10015078,G,working fulltime,43,no,no,12,e. nor. central,0,0,0,$25000 or more,never,2,2,0,0,Very Happy
10015080,G,working parttime,69,yes,no,16,e. nor. central,0,0,0,$25000 or more,more thn once wk,1,4,1,NA,Very Happy
10015081,G,retired,42,no,NA,13,foreign,0,0,0,lt $1000,sevrl times a yr,1,NA,1,0,Not Happy
10015082,G,"unempl, laid off",43,NA,no,13,w. nor. central,0,0,0,$25000 or more,never,1,NA,1,1,Pretty Happy
10015083,G,working fulltime,52,NA,no,18,middle atlantic,0,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10015084,G,working fulltime,45,NA,NA,12,mountain,0,0,0,$25000 or more,once a year,1,NA,0,1,Pretty Happy
10015085,G,working fulltime,43,NA,NA,12,e. nor. central,0,0,0,$10000 - 14999,every week,1,NA,1,1,Not Happy
10015086,G,retired,49,yes,yes,14,pacific,0,0,0,$25000 or more,every week,2,2,1,0,Very Happy
10015087,G,keeping house,NA,NA,NA,5,mountain,0,0,1,NA,never,1,7,1,NA,Pretty Happy
10015088,G,working fulltime,49,no,no,14,middle atlantic,0,0,0,$25000 or more,every week,2,2,1,1,Pretty Happy
10015089,G,working fulltime,66,no,no,16,e. nor. central,0,1,1,$25000 or more,sevrl times a yr,2,1,1,1,Very Happy
10015092,G,working fulltime,47,yes,no,18,e. nor. central,0,0,0,$25000 or more,more thn once wk,2,2,1,1,Pretty Happy
10015093,G,retired,66,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,1,6,1,NA,Pretty Happy
10015096,G,working parttime,51,no,no,15,foreign,0,0,0,$25000 or more,every week,1,3,0,NA,Very Happy
10015098,G,retired,46,no,NA,2,e. nor. central,0,0,0,$25000 or more,never,1,NA,1,0,Not Happy
10015099,G,working parttime,36,NA,NA,9,e. nor. central,0,0,0,$7000 to 7999,never,1,2,0,NA,Not Happy
10015100,G,working fulltime,38,NA,NA,14,e. nor. central,0,0,0,$25000 or more,every week,3,2,0,NA,Pretty Happy
10015101,G,"unempl, laid off",51,NA,NA,2,e. nor. central,1,0,0,$25000 or more,never,1,1,0,NA,Pretty Happy
10015102,G,working fulltime,36,NA,no,10,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,1,NA,0,1,Pretty Happy
10015107,G,working fulltime,30,yes,no,12,foreign,0,0,0,$25000 or more,lt once a year,2,2,0,0,Pretty Happy
10015110,G,working fulltime,36,yes,no,2,foreign,0,0,0,$25000 or more,2-3x a month,1,2,0,NA,Pretty Happy
10015111,G,working fulltime,42,NA,NA,14,middle atlantic,0,0,0,$20000 - 24999,never,1,3,0,NA,Very Happy
10015112,G,working fulltime,64,no,no,18,south atlantic,0,0,0,$25000 or more,more thn once wk,1,NA,1,0,Pretty Happy
10015113,G,keeping house,66,yes,no,2,south atlantic,0,0,0,$25000 or more,once a year,1,2,1,NA,Pretty Happy
10015114,G,school,62,no,no,19,foreign,0,0,0,$25000 or more,never,2,2,1,0,Pretty Happy
10015116,G,retired,51,NA,NA,12,w. nor. central,0,0,0,$25000 or more,never,1,NA,0,0,Very Happy
10015117,G,working fulltime,61,NA,NA,14,w. nor. central,0,0,0,$20000 - 24999,never,1,0,0,NA,Pretty Happy
10015119,G,working parttime,61,no,no,16,w. nor. central,0,2,0,$25000 or more,lt once a year,3,NA,0,1,Very Happy
10015120,G,working fulltime,69,NA,NA,18,middle atlantic,0,0,0,$25000 or more,once a year,2,1,1,0,Pretty Happy
10015122,G,working fulltime,60,NA,NA,14,w. nor. central,0,0,0,$25000 or more,every week,1,2,0,NA,Pretty Happy
10015123,G,working fulltime,34,no,no,12,w. nor. central,0,0,0,$25000 or more,never,3,2,1,NA,Pretty Happy
10015128,G,working fulltime,54,NA,no,13,w. nor. central,0,0,0,$25000 or more,once a month,3,NA,0,1,Pretty Happy
10015129,G,retired,47,NA,no,16,middle atlantic,0,0,0,$25000 or more,once a year,1,NA,1,0,Not Happy
10015130,G,working fulltime,73,no,no,17,e. nor. central,0,2,0,$25000 or more,every week,1,2,0,NA,Very Happy
10015131,G,working fulltime,49,no,no,16,mountain,2,1,0,$25000 or more,every week,3,2,0,NA,Very Happy
10015133,G,working fulltime,22,NA,NA,12,w. nor. central,0,0,0,$25000 or more,once a year,2,1,0,1,Pretty Happy
10015136,G,working fulltime,51,NA,NA,14,w. nor. central,0,0,0,$25000 or more,once a year,1,2,1,NA,Pretty Happy
10015137,G,retired,44,yes,NA,13,w. nor. central,0,1,0,$25000 or more,every week,1,0,1,NA,Pretty Happy
10015138,G,retired,66,no,no,16,w. nor. central,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10015139,G,retired,51,NA,NA,12,e. nor. central,0,0,0,$20000 - 24999,once a year,1,NA,1,0,Very Happy
10015141,G,retired,40,no,no,9,w. nor. central,0,0,0,$10000 - 14999,every week,2,1,0,0,Pretty Happy
10015142,G,working fulltime,54,no,no,13,w. nor. central,0,0,2,$25000 or more,once a year,3,2,0,NA,Pretty Happy
10015148,G,retired,32,no,no,12,w. nor. central,0,0,0,$25000 or more,every week,3,NA,1,0,Very Happy
10015149,G,working fulltime,40,NA,NA,13,w. nor. central,0,0,0,$25000 or more,once a month,2,2,0,0,Not Happy
10015152,G,working fulltime,33,no,no,16,e. sou. central,0,1,1,$25000 or more,2-3x a month,1,2,1,NA,Pretty Happy
10015153,G,working fulltime,75,NA,NA,16,south atlantic,0,0,0,$8000 to 9999,nrly every week,1,NA,1,0,Very Happy
10015154,G,working parttime,29,NA,no,12,foreign,0,0,0,$10000 - 14999,every week,1,NA,1,1,Not Happy
10015156,G,working fulltime,31,no,no,12,south atlantic,1,0,0,$25000 or more,2-3x a month,2,4,1,0,Pretty Happy
10015157,G,school,21,NA,NA,10,south atlantic,0,0,0,$25000 or more,2-3x a month,1,1,0,NA,Very Happy
10015159,G,working fulltime,51,yes,no,12,south atlantic,0,0,0,NA,once a year,1,2,1,NA,Pretty Happy
10015161,G,working fulltime,43,NA,NA,13,south atlantic,0,0,0,$20000 - 24999,more thn once wk,1,NA,1,0,Very Happy
10015162,G,retired,30,NA,yes,11,south atlantic,0,0,0,$7000 to 7999,never,2,1,0,0,Very Happy
10015165,G,working fulltime,66,yes,NA,15,south atlantic,0,0,0,$25000 or more,every week,2,2,1,0,Pretty Happy
10015167,NA,working fulltime,49,NA,no,16,foreign,0,2,0,$25000 or more,every week,1,2,1,NA,Very Happy
10015168,G,working fulltime,68,no,no,9,south atlantic,1,2,0,$15000 - 19999,once a year,1,NA,1,0,Pretty Happy
10015169,G,working fulltime,33,NA,no,10,south atlantic,0,0,0,$10000 - 14999,once a month,1,12,0,NA,Pretty Happy
10015170,G,working fulltime,43,NA,NA,16,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,NA,1,0,Pretty Happy
10015172,G,working fulltime,48,NA,no,17,south atlantic,0,0,0,$25000 or more,nrly every week,1,NA,1,0,Pretty Happy
10015173,G,working fulltime,61,NA,NA,20,foreign,0,0,0,$25000 or more,once a month,1,1,0,NA,Pretty Happy
10015174,G,working fulltime,69,no,no,16,south atlantic,0,0,0,$25000 or more,2-3x a month,2,1,0,1,Very Happy
10015176,G,working fulltime,51,NA,NA,14,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,18,0,NA,Pretty Happy
10015177,G,school,44,NA,NA,14,south atlantic,0,0,0,$15000 - 19999,once a month,2,8,1,1,Pretty Happy
10015178,G,working parttime,36,NA,NA,14,south atlantic,0,0,0,$20000 - 24999,nrly every week,2,5,1,0,Very Happy
10015179,G,working fulltime,22,NA,no,12,south atlantic,0,0,0,$25000 or more,more thn once wk,1,1,1,NA,Pretty Happy
10015181,G,working fulltime,74,NA,NA,16,foreign,0,0,0,$25000 or more,once a year,1,4,0,NA,Pretty Happy
10015182,G,working fulltime,49,yes,no,16,south atlantic,0,1,1,$25000 or more,every week,1,NA,0,0,Pretty Happy
10015183,G,working fulltime,59,yes,no,13,middle atlantic,0,0,0,$25000 or more,once a year,1,3,0,NA,Very Happy
10015184,NA,working fulltime,51,NA,NA,13,south atlantic,0,0,0,$25000 or more,never,2,2,0,0,Not Happy
10015185,G,working fulltime,30,no,no,12,south atlantic,0,0,0,$25000 or more,never,2,0,0,0,Not Happy
10015186,G,working fulltime,49,yes,no,12,south atlantic,0,0,1,$25000 or more,every week,3,NA,1,0,Pretty Happy
10015187,G,working fulltime,31,yes,no,14,south atlantic,1,0,0,$25000 or more,more thn once wk,1,1,0,NA,Not Happy
10015188,G,retired,51,no,NA,12,south atlantic,0,0,0,$20000 - 24999,every week,3,3,1,NA,Pretty Happy
10015189,G,other,57,no,no,16,south atlantic,0,0,0,$25000 or more,every week,1,2,1,NA,Very Happy
10015190,G,working fulltime,22,yes,no,12,south atlantic,0,0,0,$25000 or more,lt once a year,2,6,0,0,Pretty Happy
10015192,G,working fulltime,35,no,no,13,south atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,0,1,Very Happy
10015194,G,working fulltime,54,no,no,12,south atlantic,1,0,0,$25000 or more,2-3x a month,2,2,0,0,Pretty Happy
10015195,G,working fulltime,49,no,no,14,south atlantic,0,0,3,$25000 or more,every week,3,1,0,NA,Very Happy
10015196,G,working fulltime,51,NA,NA,14,south atlantic,0,0,0,$25000 or more,2-3x a month,1,3,0,NA,Pretty Happy
10015198,G,working fulltime,34,no,no,12,south atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,1,0,Pretty Happy
10015200,G,working parttime,32,no,no,14,e. nor. central,0,1,1,$25000 or more,every week,3,NA,1,1,Pretty Happy
10015201,G,working fulltime,51,no,no,13,e. nor. central,0,0,0,NA,nrly every week,3,1,1,NA,Pretty Happy
10015202,G,working fulltime,66,no,no,18,e. nor. central,2,0,0,$25000 or more,2-3x a month,1,2,0,NA,Pretty Happy
10015203,G,working fulltime,47,no,NA,14,e. nor. central,1,2,0,$25000 or more,every week,3,1,0,NA,Very Happy
10015205,G,working fulltime,29,no,no,12,e. nor. central,0,0,0,NA,once a month,3,NA,1,0,Pretty Happy
10015206,G,working fulltime,28,NA,NA,NA,w. nor. central,0,0,1,NA,never,2,1,1,0,Not Happy
10015207,G,working parttime,30,no,no,16,w. nor. central,2,0,0,$25000 or more,once a month,1,1,1,NA,Pretty Happy
10015208,G,working fulltime,53,no,no,16,w. nor. central,4,2,0,$25000 or more,every week,2,2,1,0,Very Happy
10015210,G,keeping house,32,no,NA,12,w. nor. central,0,0,0,NA,nrly every week,1,4,1,NA,Not Happy
10015211,G,working fulltime,39,NA,no,14,w. nor. central,0,0,0,$15000 - 19999,once a year,1,NA,0,0,Pretty Happy
10015213,G,working fulltime,65,no,no,16,e. nor. central,1,0,0,$25000 or more,once a month,1,1,1,NA,Pretty Happy
10015214,G,working parttime,61,no,no,16,e. nor. central,0,0,1,$25000 or more,every week,3,2,1,NA,Very Happy
10015215,G,working fulltime,49,yes,no,13,w. nor. central,0,0,0,NA,once a year,3,NA,0,0,Very Happy
10015216,G,working fulltime,51,no,no,18,w. nor. central,0,0,1,$25000 or more,never,1,NA,0,0,Very Happy
10015218,G,working fulltime,49,no,no,18,w. nor. central,0,1,1,$25000 or more,sevrl times a yr,2,1,0,0,Very Happy
10015219,G,working fulltime,44,no,no,10,w. nor. central,0,0,1,$25000 or more,more thn once wk,3,5,1,NA,Very Happy
10015220,G,working parttime,24,NA,no,13,w. nor. central,0,0,0,$25000 or more,every week,1,NA,0,0,Pretty Happy
10015221,G,working fulltime,32,NA,no,2,e. nor. central,1,1,1,$25000 or more,2-3x a month,1,1,1,NA,Very Happy
10015223,G,working fulltime,42,NA,NA,15,e. sou. central,0,0,0,$25000 or more,2-3x a month,2,6,1,1,Not Happy
10015225,G,retired,66,yes,no,18,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,2,6,1,0,Pretty Happy
10015227,G,retired,66,no,no,16,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,3,NA,1,0,Pretty Happy
10015229,G,retired,69,yes,no,15,w. sou. central,0,0,0,$25000 or more,once a month,2,4,1,1,Very Happy
10015230,G,retired,51,yes,yes,18,mountain,0,0,0,$25000 or more,sevrl times a yr,3,2,0,NA,Very Happy
10015231,G,working fulltime,32,no,no,17,w. sou. central,0,0,0,$25000 or more,every week,2,10,0,0,Very Happy
10015232,G,retired,39,no,no,16,w. nor. central,0,0,0,$25000 or more,every week,3,NA,0,0,Very Happy
10015233,G,working fulltime,61,NA,no,16,south atlantic,0,0,0,NA,never,2,1,0,0,Pretty Happy
10015236,G,working fulltime,36,NA,no,14,foreign,0,0,0,$25000 or more,every week,1,2,0,NA,Very Happy
10015238,G,working fulltime,51,NA,no,14,south atlantic,0,0,0,NA,every week,3,NA,0,1,Pretty Happy
10015239,G,working fulltime,43,NA,NA,9,w. sou. central,0,0,0,$25000 or more,2-3x a month,2,2,0,0,Pretty Happy
10015240,G,working fulltime,31,no,no,7,foreign,0,1,3,$25000 or more,every week,1,4,0,NA,Pretty Happy
10015244,G,school,28,no,no,12,w. sou. central,0,0,0,$15000 - 19999,once a month,1,3,1,NA,Pretty Happy
10015247,G,working fulltime,17,NA,NA,12,south atlantic,0,0,0,$5000 to 5999,lt once a year,2,7,0,1,Not Happy
10015249,G,working fulltime,64,NA,no,18,foreign,0,0,0,$25000 or more,once a year,1,NA,0,1,Pretty Happy
10015253,G,keeping house,29,NA,NA,13,south atlantic,0,0,0,$25000 or more,every week,1,1,0,NA,Pretty Happy
10015254,G,working fulltime,23,no,no,16,middle atlantic,0,0,0,$25000 or more,lt once a year,1,1,1,NA,Very Happy
10015255,G,working fulltime,61,no,no,18,south atlantic,0,0,0,$25000 or more,sevrl times a yr,2,1,0,1,Very Happy
10015257,G,working parttime,30,NA,NA,14,south atlantic,0,0,0,NA,never,2,4,0,0,Pretty Happy
10015258,G,working parttime,61,no,no,18,new england,1,2,0,NA,once a month,3,0,1,NA,Pretty Happy
10015260,G,school,31,NA,NA,14,south atlantic,0,0,1,$25000 or more,more thn once wk,1,1,0,NA,Very Happy
10015262,G,working fulltime,54,no,no,12,south atlantic,0,0,2,NA,nrly every week,2,2,0,0,Pretty Happy
10015263,G,working fulltime,56,NA,no,14,south atlantic,0,0,0,$25000 or more,lt once a year,1,NA,1,0,Pretty Happy
10015264,G,keeping house,51,no,no,13,middle atlantic,1,3,0,$25000 or more,never,3,5,1,NA,Very Happy
10015265,G,working fulltime,21,NA,NA,14,south atlantic,0,0,0,NA,every week,1,NA,0,1,Not Happy
10015266,G,working fulltime,40,NA,NA,18,south atlantic,0,0,2,$25000 or more,once a month,2,1,1,0,Pretty Happy
10015267,G,keeping house,29,no,no,15,south atlantic,2,2,0,$25000 or more,every week,2,2,1,0,Pretty Happy
10015268,G,working parttime,57,no,no,16,south atlantic,0,0,0,$25000 or more,once a month,2,1,1,0,Pretty Happy
10015269,G,retired,60,NA,no,16,south atlantic,0,0,0,$25000 or more,never,3,3,0,NA,Pretty Happy
10015271,G,other,56,yes,no,16,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,NA,1,0,Pretty Happy
10015272,G,working fulltime,33,yes,no,12,south atlantic,0,0,0,$25000 or more,nrly every week,2,1,0,0,Pretty Happy
10015273,G,school,50,NA,no,17,south atlantic,0,0,0,$20000 - 24999,once a month,1,NA,1,1,Pretty Happy
10015274,G,working fulltime,64,NA,NA,17,middle atlantic,0,0,0,$25000 or more,once a year,1,NA,0,0,Pretty Happy
10015275,G,working fulltime,57,NA,NA,19,w. nor. central,0,0,0,$25000 or more,never,1,2,0,NA,Pretty Happy
10015276,G,working fulltime,60,NA,NA,16,south atlantic,0,0,0,$25000 or more,every week,1,NA,1,0,Not Happy
10015277,G,working fulltime,49,NA,NA,16,south atlantic,0,0,0,NA,never,2,1,1,0,Pretty Happy
10015278,G,working fulltime,35,no,no,15,south atlantic,1,1,0,$25000 or more,lt once a year,2,5,0,1,Pretty Happy
10015283,G,working fulltime,45,NA,NA,10,foreign,0,3,0,$25000 or more,never,2,4,0,1,Pretty Happy
10015284,G,working fulltime,44,no,no,12,w. sou. central,0,0,1,$25000 or more,once a year,1,1,0,NA,Not Happy
10015286,G,keeping house,33,no,no,6,foreign,0,0,0,lt $1000,once a year,1,NA,1,0,Pretty Happy
10015287,G,school,36,no,no,14,foreign,4,0,0,$20000 - 24999,sevrl times a yr,1,1,1,NA,Very Happy
10015289,G,retired,49,NA,NA,16,new england,0,0,0,$25000 or more,never,2,1,0,0,Pretty Happy
10015290,G,working fulltime,69,yes,NA,20,pacific,0,0,0,$25000 or more,lt once a year,1,1,0,NA,Pretty Happy
10015291,G,working fulltime,44,NA,no,10,pacific,0,2,0,$25000 or more,never,1,NA,1,0,Very Happy
10015294,G,working fulltime,23,NA,NA,15,pacific,0,0,0,$25000 or more,sevrl times a yr,1,1,0,NA,Pretty Happy
10015295,G,working fulltime,36,no,no,12,pacific,1,1,0,$25000 or more,never,1,NA,0,1,Not Happy
10015296,G,working fulltime,49,NA,NA,16,pacific,0,0,0,NA,never,2,1,1,NA,Pretty Happy
10015297,G,working fulltime,74,yes,no,18,pacific,0,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10015298,G,school,NA,NA,NA,12,pacific,0,0,0,NA,never,1,NA,0,0,Very Happy
10015299,G,working fulltime,NA,no,no,18,pacific,2,0,0,$25000 or more,2-3x a month,2,2,0,1,Pretty Happy
10015301,G,working parttime,36,no,no,12,w. sou. central,0,0,0,$25000 or more,never,1,NA,1,0,Pretty Happy
10015303,G,"unempl, laid off",41,NA,NA,13,e. nor. central,0,0,0,NA,never,1,6,0,NA,Not Happy
10015304,G,retired,33,yes,no,18,e. nor. central,0,0,0,$25000 or more,2-3x a month,2,4,0,0,Very Happy
10015305,G,working fulltime,32,no,no,12,pacific,0,0,0,$25000 or more,once a month,1,2,0,NA,Very Happy
10015308,G,working fulltime,NA,NA,NA,12,pacific,0,0,0,$25000 or more,once a year,3,2,0,NA,Very Happy
10015312,G,keeping house,NA,NA,NA,NA,foreign,0,0,0,$3000 to 3999,never,2,2,0,1,Not Happy
10015313,G,other,43,NA,NA,12,pacific,0,0,0,$10000 - 14999,never,1,4,1,NA,Pretty Happy
10015314,G,working fulltime,48,yes,no,20,pacific,0,0,1,$25000 or more,once a year,3,NA,1,0,Pretty Happy
10015316,G,working parttime,51,NA,no,16,pacific,0,0,0,$25000 or more,lt once a year,3,NA,0,1,Pretty Happy
10015317,G,retired,64,no,no,16,south atlantic,0,0,0,$25000 or more,never,2,4,0,0,Pretty Happy
10015318,G,working fulltime,75,no,no,19,w. nor. central,1,0,0,$25000 or more,once a year,1,1,1,NA,Very Happy
10015319,G,working fulltime,64,no,no,20,foreign,0,0,0,NA,never,2,2,0,0,Pretty Happy
10015320,G,working parttime,46,NA,no,12,pacific,0,0,0,$25000 or more,every week,2,2,0,0,Not Happy
10015321,G,keeping house,47,NA,no,13,south atlantic,0,0,0,$15000 - 19999,lt once a year,1,5,1,NA,Pretty Happy
10015322,G,keeping house,49,no,no,13,pacific,0,2,0,$25000 or more,never,3,NA,1,1,Pretty Happy
10015325,G,"unempl, laid off",51,NA,NA,12,w. nor. central,0,0,0,$25000 or more,once a month,2,1,0,1,Not Happy
10015326,NA,working fulltime,37,no,no,4,foreign,0,1,1,NA,2-3x a month,1,1,0,NA,Very Happy
10015328,G,working parttime,NA,yes,NA,9,pacific,0,0,0,NA,once a year,1,1,1,NA,Pretty Happy
10015329,G,working fulltime,59,NA,no,14,south atlantic,0,1,1,$25000 or more,lt once a year,1,NA,1,0,Very Happy
10015330,G,"unempl, laid off",NA,NA,NA,12,pacific,0,0,0,NA,never,2,2,1,1,Very Happy
10015332,G,working fulltime,49,no,no,13,pacific,0,0,0,$25000 or more,never,3,1,1,NA,Very Happy
10015334,G,working fulltime,51,NA,no,13,pacific,0,1,0,$20000 - 24999,never,1,4,1,NA,Pretty Happy
10015336,G,working fulltime,40,yes,no,12,pacific,0,0,0,$25000 or more,once a year,3,4,1,NA,Very Happy
10015337,G,working fulltime,40,NA,NA,12,pacific,0,0,0,$25000 or more,once a year,2,4,0,1,Pretty Happy
10015338,G,retired,46,NA,no,12,pacific,0,0,0,$20000 - 24999,never,1,5,1,NA,Very Happy
10015339,G,keeping house,36,NA,no,11,pacific,0,0,0,NA,never,3,NA,1,NA,Pretty Happy
10015341,G,keeping house,61,no,no,16,middle atlantic,NA,NA,NA,$25000 or more,sevrl times a yr,3,NA,1,0,Very Happy
10015343,G,working fulltime,47,yes,no,16,middle atlantic,0,1,2,$25000 or more,never,1,NA,1,0,Very Happy
10015344,G,working fulltime,39,NA,NA,16,middle atlantic,0,0,0,$25000 or more,once a month,3,NA,0,1,Very Happy
10015349,G,keeping house,23,no,NA,9,middle atlantic,0,0,0,$4000 to 4999,lt once a year,1,NA,1,0,Pretty Happy
10015351,G,working fulltime,52,NA,NA,16,middle atlantic,0,0,1,$25000 or more,lt once a year,1,2,1,NA,Pretty Happy
10015353,G,keeping house,34,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,1,NA,1,1,Pretty Happy
10015356,G,working parttime,60,NA,NA,14,middle atlantic,0,0,1,$25000 or more,every week,1,2,0,NA,Pretty Happy
10015357,G,working parttime,46,NA,no,17,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,2,1,NA,Very Happy
10015359,G,working fulltime,54,no,no,12,middle atlantic,0,1,1,$25000 or more,once a year,3,NA,1,0,Pretty Happy
10015360,G,working fulltime,33,NA,no,12,middle atlantic,0,0,0,$25000 or more,never,3,2,0,NA,Pretty Happy
10015361,G,working fulltime,42,yes,no,13,middle atlantic,0,0,0,$25000 or more,once a year,3,NA,0,0,Very Happy
10015363,NA,working fulltime,23,NA,no,12,middle atlantic,0,0,0,$15000 - 19999,never,3,NA,1,1,Pretty Happy
10015364,G,"unempl, laid off",22,NA,NA,12,middle atlantic,0,1,0,$8000 to 9999,never,2,5,1,1,Pretty Happy
10015365,G,temp not working,44,yes,no,15,middle atlantic,0,0,0,$25000 or more,once a month,2,3,1,0,Pretty Happy
10015366,G,working fulltime,30,NA,NA,12,middle atlantic,0,0,0,$25000 or more,once a year,1,NA,0,0,Very Happy
10015367,G,other,25,NA,no,15,mountain,0,0,0,$25000 or more,every week,2,1,0,0,Not Happy
10015368,G,school,NA,NA,NA,10,foreign,0,2,0,$5000 to 5999,every week,1,NA,1,1,Not Happy
10015370,G,keeping house,29,NA,NA,12,new england,0,0,0,lt $1000,never,1,NA,1,1,Pretty Happy
10015372,G,retired,40,no,NA,12,mountain,0,0,0,$15000 - 19999,every week,3,3,1,NA,Pretty Happy
10015373,G,working fulltime,47,NA,NA,15,mountain,0,0,0,$25000 or more,never,1,2,1,NA,Pretty Happy
10015374,G,temp not working,50,NA,NA,12,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,2,0,NA,Pretty Happy
10015376,NA,retired,46,no,NA,12,mountain,0,0,0,$25000 or more,never,3,NA,1,0,Pretty Happy
10015378,G,working parttime,52,no,no,18,middle atlantic,0,0,0,$25000 or more,never,2,1,0,0,Pretty Happy
