ID,Alcohol_Consumption
10013916,Occassional
10013918,Rarely
10013920,Rarely
10013923,Never
10013924,2 - 3 times a month
10013925,2 - 3 times a month
10013927,Once a week
10013932,2 - 3 times a month
10013934,Once a week
10013936,2 - 3 times a month
10013938,2 - 3 times a month
10013940,Once a week
10013943,2 - 3 times a month
10013944,2 - 3 times a month
10013948,Occassional
10013949,Once a month
10013950,Occassional
10013952,Rarely
10013953,
10013954,Rarely
10013956,2 - 3 times a month
10013958,Occassional
10013960,Once a month
10013961,2 - 3 times a month
10013962,Multiple times in a week
10013963,Once a month
10013966,2 - 3 times a month
10013967,2 - 3 times a month
10013968,2 - 3 times a month
10013970,
10013971,2 - 3 times a month
10013972,Occassional
10013976,Once a week
10013977,Once a month
10013979,Never
10013980,Once a week
10013981,Once a month
10013984,Rarely
10013986,Rarely
10013987,Rarely
10013989,Never
10013991,Once a week
10013992,Never
10013994,2 - 3 times a month
10013995,Once a week
10013997,Once a month
10013998,Once a month
10014000,Multiple times in a week
10014001,Once a month
10014002,Once a week
10014003,2 - 3 times a month
10014006,Multiple times in a week
10014008,Occassional
10014015,Once a month
10014016,Once a week
10014017,Rarely
10014019,Rarely
10014021,2 - 3 times a month
10014026,Never
10014027,Once a week
10014028,Once a month
10014029,Occassional
10014032,Rarely
10014034,Rarely
10014035,Once a week
10014036,Occassional
10014037,Rarely
10014039,Multiple times in a week
10014041,Multiple times in a week
10014042,Rarely
10014043,Once a week
10014044,Once a week
10014045,Once a week
10014048,Multiple times in a week
10014050,Once a week
10014053,Never
10014054,2 - 3 times a month
10014055,Occassional
10014056,2 - 3 times a month
10014059,Multiple times in a week
10014061,2 - 3 times a month
10014062,Occassional
10014063,Rarely
10014065,2 - 3 times a month
10014066,Rarely
10014067,Never
10014069,Occassional
10014070,Once a week
10014072,Once a month
10014074,Rarely
10014077,Once a week
10014078,Multiple times in a week
10014079,Occassional
10014081,2 - 3 times a month
10014085,Never
10014088,Occassional
10014092,Once a week
10014093,Once a month
10014094,Occassional
10014097,Once a month
10014098,Never
10014099,Once a week
10014101,Once a week
10014103,Occassional
10014105,Rarely
10014107,Once a week
10014108,Once a week
10014110,Multiple times in a week
10014112,
10014114,
10014115,2 - 3 times a month
10014116,2 - 3 times a month
10014117,Never
10014118,2 - 3 times a month
10014119,Rarely
10014120,Occassional
10014121,Once a month
10014123,Occassional
10014124,Never
10014130,Occassional
10014132,Once a month
10014134,Once a week
10014135,Occassional
10014137,Occassional
10014138,Rarely
10014141,Once a week
10014145,Never
10014146,Occassional
10014147,Never
10014149,Once a month
10014150,Once a month
10014152,Multiple times in a week
10014153,Occassional
10014155,Once a month
10014157,Once a week
10014158,Rarely
10014159,Once a month
10014160,2 - 3 times a month
10014162,Once a month
10014163,Occassional
10014166,Once a week
10014170,Occassional
10014172,Once a week
10014173,2 - 3 times a month
10014174,
10014175,2 - 3 times a month
10014177,Occassional
10014179,Once a month
10014180,2 - 3 times a month
10014185,Rarely
10014186,Multiple times in a week
10014187,Once a week
10014188,Rarely
10014191,
10014193,Multiple times in a week
10014196,Once a month
10014197,Once a week
10014198,Never
10014200,2 - 3 times a month
10014201,Rarely
10014202,Once a week
10014203,Once a month
10014204,Never
10014206,Never
10014207,2 - 3 times a month
10014208,Rarely
10014209,Once a month
10014210,
10014211,Rarely
10014212,Occassional
10014214,Once a month
10014216,Occassional
10014217,Once a week
10014218,Rarely
10014219,Occassional
10014220,2 - 3 times a month
10014222,2 - 3 times a month
10014223,Once a week
10014225,Once a week
10014226,Never
10014230,Rarely
10014233,Once a week
10014236,Multiple times in a week
10014238,Once a week
10014239,Never
10014241,Once a month
10014242,
10014244,Occassional
10014247,2 - 3 times a month
10014248,Occassional
10014249,Occassional
10014250,Once a week
10014252,Once a week
10014253,Once a week
10014254,Multiple times in a week
10014255,Once a week
10014256,Once a week
10014257,Multiple times in a week
10014260,2 - 3 times a month
10014261,
10014262,Rarely
10014263,Occassional
10014266,Occassional
10014267,2 - 3 times a month
10014270,Once a week
10014271,Once a month
10014275,Once a month
10014276,Never
10014277,Once a week
10014278,Once a week
10014279,Once a month
10014280,Once a month
10014281,Never
10014283,2 - 3 times a month
10014285,Once a week
10014287,2 - 3 times a month
10014288,Occassional
10014291,Occassional
10014292,Multiple times in a week
10014295,2 - 3 times a month
10014298,2 - 3 times a month
10014300,Occassional
10014301,Occassional
10014302,Once a month
10014303,Occassional
10014305,Never
10014307,Occassional
10014308,Occassional
10014310,Occassional
10014311,Multiple times in a week
10014312,2 - 3 times a month
10014313,Rarely
10014314,Occassional
10014315,2 - 3 times a month
10014316,Rarely
10014317,Once a week
10014318,Once a month
10014323,Once a month
10014324,Once a month
10014325,Once a month
10014326,Once a week
10014327,Rarely
10014328,Once a week
10014329,2 - 3 times a month
10014330,Never
10014333,Occassional
10014334,Once a week
10014336,2 - 3 times a month
10014339,Once a week
10014340,Never
10014341,Once a week
10014343,Rarely
10014344,Rarely
10014346,Once a month
10014347,Occassional
10014350,Occassional
10014351,Once a month
10014352,Never
10014353,Rarely
10014355,Once a week
10014357,Once a week
10014358,Multiple times in a week
10014361,Never
10014364,Once a week
10014367,2 - 3 times a month
10014369,Rarely
10014370,2 - 3 times a month
10014373,Multiple times in a week
10014374,Once a week
10014375,Never
10014377,Occassional
10014378,Rarely
10014379,Once a month
10014380,Rarely
10014383,
10014385,Multiple times in a week
10014386,Rarely
10014389,Rarely
10014390,Multiple times in a week
10014391,Rarely
10014393,Once a month
10014395,Rarely
10014396,Occassional
10014397,Once a month
10014398,Rarely
10014399,Rarely
10014400,Rarely
10014401,Never
10014402,Once a week
10014403,Multiple times in a week
10014404,Rarely
10014405,Once a week
10014407,Occassional
10014408,Once a month
10014409,2 - 3 times a month
10014412,Once a month
10014415,Once a week
10014417,Occassional
10014419,Never
10014420,Once a month
10014421,Occassional
10014423,2 - 3 times a month
10014426,
10014427,Once a week
10014429,Multiple times in a week
10014432,Once a week
10014435,Never
10014436,Never
10014437,Rarely
10014438,Once a month
10014439,Never
10014441,
10014443,2 - 3 times a month
10014444,Once a week
10014446,Rarely
10014449,2 - 3 times a month
10014450,Rarely
10014451,Never
10014452,Never
10014453,Never
10014456,Never
10014458,Rarely
10014459,Occassional
10014462,
10014465,Rarely
10014466,Multiple times in a week
10014467,2 - 3 times a month
10014468,Occassional
10014470,Once a week
10014471,Never
10014472,Occassional
10014473,Occassional
10014475,Once a month
10014478,2 - 3 times a month
10014479,Once a month
10014481,Once a month
10014482,Once a week
10014483,Once a month
10014486,2 - 3 times a month
10014488,Never
10014489,Once a week
10014491,Once a week
10014493,Once a week
10014494,
10014497,Never
10014499,2 - 3 times a month
10014500,2 - 3 times a month
10014501,Once a month
10014503,2 - 3 times a month
10014505,Rarely
10014506,Rarely
10014508,Never
10014511,Occassional
10014512,Never
10014513,2 - 3 times a month
10014514,Once a month
10014516,Rarely
10014517,Never
10014518,Multiple times in a week
10014519,Occassional
10014521,2 - 3 times a month
10014522,Once a month
10014523,Occassional
10014525,Rarely
10014526,Never
10014527,Once a week
10014528,Never
10014529,Once a month
10014531,2 - 3 times a month
10014532,Rarely
10014533,Once a week
10014537,Rarely
10014538,Rarely
10014539,Once a month
10014541,Occassional
10014542,Occassional
10014543,Once a week
10014544,Once a month
10014547,Once a week
10014548,Occassional
10014549,Once a month
10014550,Once a week
10014551,Once a month
10014552,Multiple times in a week
10014554,Multiple times in a week
10014555,Once a week
10014556,Never
10014557,Rarely
10014561,Occassional
10014562,Never
10014564,2 - 3 times a month
10014567,Once a week
10014569,Once a week
10014570,Never
10014571,Rarely
10014572,Never
10014573,Once a week
10014574,Once a week
10014576,Once a week
10014577,Occassional
10014578,2 - 3 times a month
10014579,Occassional
10014581,Never
10014583,
10014585,Never
10014586,
10014587,Occassional
10014588,
10014589,Rarely
10014593,Multiple times in a week
10014594,Once a week
10014596,2 - 3 times a month
10014598,Occassional
10014600,Occassional
10014604,Multiple times in a week
10014605,Once a month
10014606,Never
10014609,Occassional
10014610,Once a month
10014612,2 - 3 times a month
10014613,Once a week
10014614,Once a month
10014615,2 - 3 times a month
10014616,Occassional
10014619,Occassional
10014620,Occassional
10014621,Occassional
10014623,Occassional
10014626,Never
10014627,Once a month
10014628,Occassional
10014630,Rarely
10014631,Occassional
10014632,Multiple times in a week
10014634,Multiple times in a week
10014638,Once a month
10014639,Never
10014641,Rarely
10014642,Once a month
10014643,Once a month
10014646,Rarely
10014647,2 - 3 times a month
10014649,Multiple times in a week
10014652,2 - 3 times a month
10014653,Once a week
10014654,Once a week
10014656,Once a week
10014657,Once a month
10014660,Occassional
10014661,
10014664,Occassional
10014665,
10014666,Once a month
10014667,Once a month
10014669,Once a month
10014670,2 - 3 times a month
10014672,Once a month
10014673,Once a week
10014677,Never
10014678,Once a month
10014679,Once a month
10014680,Once a week
10014681,Once a week
10014682,Rarely
10014683,Once a week
10014685,Once a month
10014687,Multiple times in a week
10014688,
10014690,2 - 3 times a month
10014691,
10014692,Multiple times in a week
10014693,Once a week
10014694,Multiple times in a week
10014697,Rarely
10014698,Occassional
10014699,Once a month
10014707,Once a month
10014708,Once a week
10014709,Once a week
10014710,Occassional
10014711,Once a month
10014713,Once a week
10014714,Once a month
10014719,Once a week
10014720,Once a week
10014721,
10014722,Never
10014729,2 - 3 times a month
10014732,Occassional
10014734,Once a week
10014736,Occassional
10014738,Never
10014739,Never
10014741,Once a week
10014743,Never
10014745,Once a month
10014747,Rarely
10014748,Rarely
10014749,Occassional
10014751,Once a month
10014753,2 - 3 times a month
10014756,Once a month
10014757,2 - 3 times a month
10014759,Occassional
10014761,Occassional
10014763,Multiple times in a week
10014764,Multiple times in a week
10014765,
10014766,2 - 3 times a month
10014767,
10014768,Once a week
10014769,Occassional
10014771,Once a week
10014772,Multiple times in a week
10014773,Once a week
10014774,
10014776,Once a week
10014777,Occassional
10014778,Once a week
10014779,
10014780,
10014781,Never
10014784,
10014786,Once a week
10014787,Never
10014789,Multiple times in a week
10014790,Once a week
10014792,
10014793,Occassional
10014795,Occassional
10014797,Occassional
10014798,Once a month
10014799,Multiple times in a week
10014800,Once a month
10014801,2 - 3 times a month
10014802,Rarely
10014804,2 - 3 times a month
10014807,Rarely
10014808,Once a week
10014809,Never
10014811,Occassional
10014812,Once a week
10014816,Rarely
10014817,Occassional
10014820,Once a month
10014823,Rarely
10014825,Rarely
10014826,2 - 3 times a month
10014827,Once a month
10014828,Once a month
10014829,Never
10014832,Once a week
10014833,Rarely
10014834,
10014837,Once a week
10014838,
10014839,Once a month
10014840,Once a week
10014841,Once a month
10014842,Once a month
10014843,Once a month
10014844,Once a week
10014846,Once a month
10014847,Once a week
10014848,Rarely
10014850,Once a week
10014851,Once a week
10014852,Never
10014853,Never
10014854,Occassional
10014855,
10014856,Rarely
10014857,Once a month
10014858,Multiple times in a week
10014859,Rarely
10014860,Once a week
10014865,
10014866,Multiple times in a week
10014867,Rarely
10014869,Occassional
10014870,Once a week
10014871,2 - 3 times a month
10014872,Once a week
10014873,Multiple times in a week
10014874,Once a month
10014876,
10014877,Multiple times in a week
10014878,2 - 3 times a month
10014882,2 - 3 times a month
10014884,Never
10014885,Occassional
10014886,Never
10014887,Occassional
10014889,Never
10014891,2 - 3 times a month
10014895,Multiple times in a week
10014899,Occassional
10014906,Never
10014907,Once a month
10014908,
10014909,Never
10014911,Multiple times in a week
10014912,2 - 3 times a month
10014913,Once a month
10014915,Multiple times in a week
10014916,
10014917,Once a month
10014918,Once a month
10014919,Occassional
10014920,Once a week
10014921,2 - 3 times a month
10014922,Rarely
10014923,Occassional
10014924,Once a week
10014925,Never
10014928,Once a month
10014930,2 - 3 times a month
10014932,Multiple times in a week
10014933,2 - 3 times a month
10014935,Once a month
10014937,Rarely
10014938,Never
10014940,2 - 3 times a month
10014942,2 - 3 times a month
10014943,Once a month
10014946,Rarely
10014947,2 - 3 times a month
10014949,
10014951,Occassional
10014952,2 - 3 times a month
10014954,Never
10014955,Occassional
10014956,Never
10014958,Once a week
10014960,Rarely
10014962,Rarely
10014963,Once a week
10014965,2 - 3 times a month
10014966,Occassional
10014967,Once a week
10014969,Occassional
10014970,Never
10014972,Occassional
10014973,
10014975,2 - 3 times a month
10014977,Never
10014980,2 - 3 times a month
10014981,
10014982,
10014983,Rarely
10014984,Multiple times in a week
10014986,Rarely
10014987,Never
10014988,2 - 3 times a month
10014990,Once a month
10014991,Once a week
10014993,Once a month
10014995,Once a month
10014996,Multiple times in a week
10014999,Occassional
10015001,Never
10015002,Multiple times in a week
10015003,Rarely
10015004,Once a week
10015007,Once a week
10015010,Occassional
10015011,2 - 3 times a month
10015012,Rarely
10015014,Rarely
10015015,Once a week
10015017,2 - 3 times a month
10015018,Once a month
10015020,Never
10015023,Once a week
10015026,Occassional
10015029,Once a month
10015033,Rarely
10015034,Never
10015036,Once a week
10015038,Once a month
10015039,Once a month
10015041,Once a week
10015042,2 - 3 times a month
10015044,2 - 3 times a month
10015045,Rarely
10015046,Once a month
10015047,Once a week
10015049,Occassional
10015050,Once a month
10015052,Occassional
10015054,2 - 3 times a month
10015059,Never
10015060,Multiple times in a week
10015061,2 - 3 times a month
10015065,Once a month
10015066,Never
10015067,Once a month
10015069,Once a month
10015071,Occassional
10015076,2 - 3 times a month
10015078,Occassional
10015080,Never
10015081,
10015082,Rarely
10015083,Rarely
10015084,2 - 3 times a month
10015085,Multiple times in a week
10015086,Once a week
10015087,Occassional
10015088,Once a week
10015089,2 - 3 times a month
10015092,2 - 3 times a month
10015093,Never
10015096,Once a week
10015098,Once a week
10015099,Once a week
10015100,Once a week
10015101,Never
10015102,Once a month
10015107,Never
10015110,Never
10015111,Once a week
10015112,Rarely
10015113,Once a week
10015114,Occassional
10015116,Rarely
10015117,Never
10015119,Once a week
10015120,2 - 3 times a month
10015122,Never
10015123,Rarely
10015128,Rarely
10015129,
10015130,2 - 3 times a month
10015131,Never
10015133,Once a week
10015136,Once a month
10015137,Once a week
10015138,Rarely
10015139,2 - 3 times a month
10015141,Occassional
10015142,2 - 3 times a month
10015148,2 - 3 times a month
10015149,Multiple times in a week
10015152,Once a week
10015153,Never
10015154,
10015156,Once a week
10015157,Once a month
10015159,Never
10015161,Rarely
10015162,Once a month
10015165,Never
10015167,Once a month
10015168,Rarely
10015169,Rarely
10015170,Occassional
10015172,Rarely
10015173,2 - 3 times a month
10015174,Multiple times in a week
10015176,Once a month
10015177,Never
10015178,Once a week
10015179,Rarely
10015181,Rarely
10015182,Never
10015183,Never
10015184,
10015185,
10015186,Occassional
10015187,Once a month
10015188,Never
10015189,Occassional
10015190,Occassional
10015192,Once a month
10015194,
10015195,Once a week
10015196,Rarely
10015198,Never
10015200,2 - 3 times a month
10015201,Once a week
10015202,Once a week
10015203,Multiple times in a week
10015205,Once a week
10015206,Multiple times in a week
10015207,Occassional
10015208,Once a month
10015210,Multiple times in a week
10015211,Once a month
10015213,Once a week
10015214,Rarely
10015215,Once a month
10015216,Rarely
10015218,Never
10015219,Never
10015220,Once a month
10015221,Rarely
10015223,2 - 3 times a month
10015225,Once a month
10015227,Once a week
10015229,Once a week
10015230,Never
10015231,Once a week
10015232,Once a month
10015233,Never
10015236,Once a week
10015238,Never
10015239,2 - 3 times a month
10015240,Rarely
10015244,Once a week
10015247,
10015249,Rarely
10015253,Once a week
10015254,Once a month
10015255,2 - 3 times a month
10015257,Once a month
10015258,2 - 3 times a month
10015260,Once a month
10015262,2 - 3 times a month
10015263,Occassional
10015264,Once a week
10015265,
10015266,Occassional
10015267,Once a week
10015268,Once a month
10015269,Occassional
10015271,Once a week
10015272,Once a month
10015273,2 - 3 times a month
10015274,Multiple times in a week
10015275,Occassional
10015276,2 - 3 times a month
10015277,Rarely
10015278,2 - 3 times a month
10015283,2 - 3 times a month
10015284,Multiple times in a week
10015286,Rarely
10015287,Once a week
10015289,Rarely
10015290,Once a week
10015291,Occassional
10015294,Rarely
10015295,Multiple times in a week
10015296,Never
10015297,2 - 3 times a month
10015298,Once a month
10015299,Once a month
10015301,2 - 3 times a month
10015303,Multiple times in a week
10015304,Once a week
10015305,Once a month
10015308,Once a week
10015312,Once a week
10015313,Rarely
10015314,Once a week
10015316,Rarely
10015317,Once a month
10015318,Once a week
10015319,Never
10015320,
10015321,
10015322,Once a week
10015325,Multiple times in a week
10015326,Never
10015328,Rarely
10015329,
10015330,Once a week
10015332,Once a week
10015334,Once a week
10015336,2 - 3 times a month
10015337,2 - 3 times a month
10015338,Occassional
10015339,Once a week
10015341,Once a month
10015343,Once a month
10015344,Rarely
10015349,Never
10015351,Occassional
10015353,2 - 3 times a month
10015356,Occassional
10015357,Once a month
10015359,Once a month
10015360,2 - 3 times a month
10015361,Rarely
10015363,Once a week
10015364,Occassional
10015365,Once a week
10015366,Rarely
10015367,
10015368,
10015370,Rarely
10015372,Rarely
10015373,Occassional
10015374,Once a month
10015376,Rarely
10015378,
10015383,2 - 3 times a month
10015384,Occassional
10015388,Never
10015389,Occassional
10015391,
10015392,Once a month
10015395,2 - 3 times a month
10015396,Rarely
10015397,Multiple times in a week
10015398,Multiple times in a week
10015399,Once a month
10015401,Multiple times in a week
10015402,Occassional
10015405,Multiple times in a week
10015406,Never
10015407,Multiple times in a week
10015408,2 - 3 times a month
10015409,2 - 3 times a month
10015413,Rarely
10015414,Occassional
10015418,Multiple times in a week
10015420,Once a month
10015421,Never
10015422,Multiple times in a week
10015423,2 - 3 times a month
10015424,Once a week
10015425,Never
10015427,
10015428,Once a week
10015431,Once a month
10015435,Once a month
10015437,Never
10015438,Once a month
10015440,Rarely
10015441,Multiple times in a week
10015442,Rarely
10015443,Once a month
10015446,Once a week
10015447,Rarely
10015448,Never
10015449,2 - 3 times a month
10015450,Once a week
10015451,Never
10015454,Rarely
10015455,Rarely
10015456,
10015458,2 - 3 times a month
10015459,Occassional
10015462,Once a month
10015463,Occassional
10015464,Occassional
10015468,Once a week
10015469,Never
10015471,Once a week
10015472,2 - 3 times a month
10015473,Once a week
10015480,Occassional
10015481,Once a week
10015482,Rarely
10015483,Multiple times in a week
10015484,Once a month
10015485,Occassional
10015486,Multiple times in a week
10015487,Rarely
10015489,Rarely
10015490,2 - 3 times a month
10015493,Occassional
10015495,Never
10015496,2 - 3 times a month
10015500,Once a month
10015501,Rarely
10015502,Once a week
10015504,Never
10015506,2 - 3 times a month
10015508,Once a month
10015511,Once a week
10015517,2 - 3 times a month
10015519,Never
10015523,Once a month
10015525,Once a month
10015529,Occassional
10015530,Rarely
10015532,Never
10015536,Occassional
10015538,Occassional
10015539,2 - 3 times a month
10015540,Once a month
10015541,Rarely
10015544,Once a week
10015545,Occassional
10015548,Rarely
10015551,Rarely
10015552,Rarely
10015553,Rarely
10015554,Once a week
10015555,2 - 3 times a month
10015556,Occassional
10015557,Rarely
10015558,Once a week
10015559,Occassional
10015560,Occassional
10015562,2 - 3 times a month
10015563,2 - 3 times a month
10015564,Once a month
10015565,Multiple times in a week
10015568,Multiple times in a week
10015569,2 - 3 times a month
10015570,Multiple times in a week
10015571,Never
10015572,Once a week
10015573,Once a month
10015577,Rarely
10015579,Never
10015580,Once a week
10015581,Never
10015582,Multiple times in a week
10015583,Occassional
10015584,Multiple times in a week
10015585,Once a month
10015588,Occassional
10015590,Multiple times in a week
10015591,Once a week
10015594,Rarely
10015599,Occassional
10015600,
10015601,Once a month
10015602,Once a week
10015603,Never
10015604,2 - 3 times a month
10015605,Occassional
10015607,Once a week
10015614,Never
10015615,Rarely
10015616,Once a month
10015617,Rarely
10015620,Rarely
10015621,Once a month
10015622,Once a week
10015623,2 - 3 times a month
10015624,Multiple times in a week
10015625,2 - 3 times a month
10015627,2 - 3 times a month
10015634,Once a month
10015635,Rarely
10015636,Occassional
10015637,Occassional
10015639,2 - 3 times a month
10015643,Once a week
10015645,Rarely
10015648,Never
10015652,Once a month
10015655,Rarely
10015656,Occassional
10015657,Occassional
10015658,Occassional
10015661,2 - 3 times a month
10015662,Rarely
10015664,Rarely
10015665,Never
10015666,Never
10015667,Once a week
10015668,Once a month
10015669,Occassional
10015670,Once a month
10015671,Never
10015672,Rarely
10015673,Occassional
10015674,Never
10015675,Rarely
10015676,Multiple times in a week
10015677,Once a week
10015678,Occassional
10015681,Once a month
10015682,Occassional
10015683,Once a month
10015684,Once a week
10015685,Once a week
10015686,Multiple times in a week
10015687,2 - 3 times a month
10015688,Multiple times in a week
10015690,2 - 3 times a month
10015691,Once a month
10015692,Once a week
10015693,Never
10015695,2 - 3 times a month
10015696,Occassional
10015697,Once a month
10015700,Rarely
10015701,Once a month
10015702,2 - 3 times a month
10015703,2 - 3 times a month
10015704,Once a month
10015705,Occassional
10015706,Occassional
10015707,Occassional
10015709,2 - 3 times a month
10015710,Multiple times in a week
10015712,Occassional
10015714,Rarely
10015717,2 - 3 times a month
10015719,
10015720,Multiple times in a week
10015721,Occassional
10015723,Never
10015724,Never
10015725,Once a week
10015726,Once a month
10015727,Once a month
10015728,Once a month
10015729,Once a month
10015730,Rarely
10015731,2 - 3 times a month
10015732,Rarely
10015734,Once a month
10015735,Rarely
10015737,Multiple times in a week
10015738,Once a month
10015739,2 - 3 times a month
10015742,Rarely
10015746,Once a month
10015748,
10015749,Multiple times in a week
10015750,Rarely
10015753,Rarely
10015754,Once a month
10015755,Once a week
10015756,Once a week
10015757,Never
10015758,Never
10015759,Once a week
10015761,2 - 3 times a month
10015763,Once a week
10015764,Once a month
10015765,Occassional
10015771,2 - 3 times a month
10015772,Occassional
10015776,Rarely
10015777,Once a month
10015778,Once a month
10015779,Occassional
10015780,Multiple times in a week
10015781,Never
10015782,Once a month
10015783,Once a week
10015785,Never
10015786,Never
10015787,Occassional
10015789,Once a week
10015790,Once a week
10015793,2 - 3 times a month
10015794,Never
10015795,Rarely
10015797,2 - 3 times a month
10015798,Rarely
10015800,Rarely
10015801,Multiple times in a week
10015802,Occassional
10015803,Once a month
10015805,Rarely
10015807,Never
10015808,Rarely
10015809,Rarely
10015811,Once a month
10015812,2 - 3 times a month
10015813,Once a week
10015814,2 - 3 times a month
10015817,Once a month
10015820,Multiple times in a week
10015821,Rarely
10015822,Once a week
10015823,Occassional
10015824,2 - 3 times a month
10015827,2 - 3 times a month
10015829,2 - 3 times a month
10015831,Rarely
10015833,Occassional
10015834,
10015837,Multiple times in a week
10015838,Once a month
10015840,Once a week
10015841,Once a month
10015844,Once a month
10015845,Rarely
10015848,Rarely
10015850,Once a week
10015851,2 - 3 times a month
10015852,Occassional
10015853,
10015854,Once a month
10015855,
10015856,2 - 3 times a month
10015858,2 - 3 times a month
10015859,Rarely
10015862,Occassional
10015864,Once a month
10015865,Once a month
10015866,Rarely
10015867,Occassional
10015868,Rarely
10015869,Never
10015870,Never
10015871,Multiple times in a week
10015873,Once a week
10015875,2 - 3 times a month
10015876,Once a week
10015877,Once a month
10015878,2 - 3 times a month
10015879,2 - 3 times a month
10015880,Multiple times in a week
10015881,2 - 3 times a month
10015882,Rarely
10015884,2 - 3 times a month
10015888,Once a month
10015890,
10015891,Multiple times in a week
10015893,Once a month
10015894,Once a month
10015895,2 - 3 times a month
10015896,Multiple times in a week
10015898,Once a month
10015899,Multiple times in a week
10015900,Occassional
10015902,Occassional
10015905,Once a week
10015907,Rarely
10015909,Once a week
10015911,Once a week
10015912,Once a month
10015913,2 - 3 times a month
10015914,
10015915,
10015916,Once a week
10015917,Rarely
10015918,Occassional
10015920,Once a week
10015924,Occassional
10015925,Once a week
10015926,Never
10015928,Rarely
10015929,Once a month
10015931,Once a week
10015932,2 - 3 times a month
10015935,Once a month
10015936,Once a week
10015937,Once a week
10015940,2 - 3 times a month
10015942,Once a week
10015943,Once a month
10015945,Never
10015947,Rarely
10015949,2 - 3 times a month
10015951,Occassional
10015955,Rarely
10015957,Never
10015958,Once a month
10015959,Once a month
10015960,Rarely
10015962,Once a month
10015964,Once a month
10015965,Rarely
10015967,Rarely
10015968,Rarely
10015971,Once a week
10015972,Once a week
10015973,Occassional
10015974,Never
10015975,Rarely
10015976,2 - 3 times a month
10015977,Occassional
10015980,2 - 3 times a month
10015982,Multiple times in a week
10015985,Once a week
10015986,Rarely
10015988,Occassional
10015992,Occassional
10015993,2 - 3 times a month
10015994,2 - 3 times a month
10015995,Once a week
10015996,Once a week
10015998,Once a week
10015999,Never
10016001,Once a month
10016003,Rarely
10016005,Once a month
10016006,Rarely
10016007,Once a month
10016008,Rarely
10016010,2 - 3 times a month
10016011,Once a month
10016012,2 - 3 times a month
10016014,Multiple times in a week
10016015,Once a month
10016016,Once a week
10016018,Multiple times in a week
10016019,Occassional
10016021,Never
10016022,Rarely
10016023,Never
10016025,Multiple times in a week
10016026,2 - 3 times a month
10016027,Once a month
10016029,Once a week
10016030,Once a month
10016032,Once a month
10016033,Occassional
10016034,
10016035,Once a week
10016036,Never
10016038,Rarely
10016039,Once a week
10016040,Once a week
10016044,2 - 3 times a month
10016045,Multiple times in a week
10016046,Never
10016047,Occassional
10016048,Never
10016053,Once a week
10016059,2 - 3 times a month
10016060,Multiple times in a week
10016061,Once a week
10016062,Once a week
10016065,Once a week
10016067,Rarely
10016068,Occassional
10016069,Once a month
10016070,Never
10016072,
10016073,Occassional
10016074,Never
10016076,Never
10016077,Never
10016078,Occassional
10016080,Once a week
10016081,2 - 3 times a month
10016083,Occassional
10016084,Once a week
10016085,Rarely
10016087,Occassional
10016088,Never
10016089,Once a month
10016090,Occassional
10016092,Rarely
10016093,Once a month
10016095,Multiple times in a week
10016096,Never
10016098,
10016099,Rarely
10016101,Rarely
10016102,Once a week
10016103,Once a week
10016104,Occassional
10016106,Once a week
10016107,Rarely
10016108,Once a month
10016109,Rarely
10016111,2 - 3 times a month
10016113,Once a week
10016114,Never
10016115,
10016117,Multiple times in a week
10016119,Once a week
10016120,Once a month
10016121,2 - 3 times a month
10016124,Rarely
10016127,Occassional
10016128,2 - 3 times a month
10016130,
10016131,2 - 3 times a month
10016132,Never
10016137,Never
10016139,Once a month
10016140,2 - 3 times a month
10016141,Rarely
10016142,Never
10016144,Never
10016145,Never
10016147,Rarely
10016148,Rarely
10016150,Once a week
10016151,2 - 3 times a month
10016152,Rarely
10016153,2 - 3 times a month
10016154,Once a week
10016155,Occassional
10016156,2 - 3 times a month
10016158,2 - 3 times a month
10016159,Occassional
10016161,Rarely
10016162,Once a week
10016164,Rarely
10016165,Never
10016166,2 - 3 times a month
10016168,Occassional
10016170,Once a week
10016171,Once a week
10016172,Occassional
10016173,Rarely
10016174,Once a week
10016175,Once a week
10016178,Once a month
10016179,Rarely
10016182,Occassional
10016183,Occassional
10016184,Rarely
10016185,Multiple times in a week
10016189,Never
10016190,Never
10016192,Rarely
10016193,Rarely
10016194,Rarely
10016195,Multiple times in a week
10016198,Rarely
10016200,Never
10016201,Never
10016204,Multiple times in a week
10016206,Once a month
10016207,Never
10016208,Once a month
10016209,Once a week
10016211,Rarely
10016212,Once a month
10016214,Rarely
10016215,Once a week
10016217,Once a month
10016218,Once a week
10016222,Multiple times in a week
10016223,Rarely
10016226,Once a month
10016228,Rarely
10016229,Once a month
10016231,2 - 3 times a month
10016233,Rarely
10016234,Never
10016235,Once a week
10016237,Once a month
10016240,Rarely
10016241,Occassional
10016242,Rarely
10016243,
10016245,Once a month
10016246,Rarely
10016248,2 - 3 times a month
10016249,Multiple times in a week
10016253,Never
10016255,Rarely
10016257,Occassional
10016258,Rarely
10016262,Multiple times in a week
10016263,Never
10016265,Rarely
10016267,Once a month
10016270,Never
10016272,Once a week
10016275,Never
10016276,Multiple times in a week
10016278,Once a week
10016279,Rarely
10016282,Occassional
10016283,Once a month
10016284,Rarely
10016286,2 - 3 times a month
10016287,Rarely
10016288,Once a month
10016289,Never
10016291,Never
10016297,Once a month
10016298,2 - 3 times a month
10016299,Once a week
